avg_prices_true,volume_true,avg_prices_norm,volume_norm
63.2586594,14081800.0,-0.33722681072072047,2.5028607178200692
62.7219742,10181700.0,-0.33712714821751844,1.7193704936699346
62.7151832,10900900.0,-0.33917284562172323,1.8205404421102067
62.1469322,13709400.0,-0.33605966982271807,2.1643094223232584
61.587328400000004,19026100.0,-0.33563154937055356,3.144637998979072
62.0588258,14788100.0,-0.3356194250782585,2.393499388721036
62.397776,15938900.0,-0.33241807305740734,2.6562166998547037
62.29531099999999,17496700.0,-0.33045820889150057,3.003756500511494
62.84566960000001,20646900.0,-0.3304110905167751,3.619862221792888
62.692878799999995,25131600.0,-0.3223194388089734,4.134336692467911
62.707348,13359000.0,-0.30167152503779626,1.72626022386117
63.03493039999999,13602700.0,-0.28135626031653477,1.3323329719177455
62.785202600000005,12451300.0,-0.2833427344481415,1.0436041612764193
62.5348788,14351200.0,-0.2886213463826412,1.1185110909512557
63.152680399999994,13702900.0,-0.29481692084349437,0.990806737384619
62.42931060000001,15705800.0,-0.2991014925048782,1.1580085007589818
61.739400599999996,27756600.0,-0.30452111796269987,2.1963933470635157
61.902627800000005,12709600.0,-0.3059580592437242,0.8075800835286832
61.9055642,16930100.0,-0.31035629228360123,1.159489497357903
61.7352392,8885600.0,-0.3127894268556425,0.4537682270927785
61.4879432,10943800.0,-0.31986070494483676,0.611958006678807
60.91309759999999,16573300.0,-0.3244471446075047,1.07640859733368
59.777655800000005,32339100.0,-0.32838215658792885,2.369545387621883
58.572539199999994,47017700.0,-0.32554927096305786,3.653538516382317
55.96394780000001,62952900.0,-0.319491424259649,5.294410259347107
57.385101199999994,50627000.0,-0.3207773702302398,4.771462547486737
57.654830000000004,49202900.0,-0.32229301350253137,5.075996456097971
58.498468,39984000.0,-0.3283712596885518,4.403217715176153
58.4612252,24230800.0,-0.33098182981902385,2.693640791359426
58.1650092,35806800.0,-0.3294621835499406,3.9600787044240118
56.3265784,42250400.0,-0.32907984397287093,4.995307423220983
56.9402368,23372700.0,-0.3346579676298805,2.781074436982418
57.227948000000005,23500600.0,-0.3333443262815622,2.8483239138516807
55.87730120000001,25772900.0,-0.3333042575278961,3.162246438893894
57.35153280000001,21504500.0,-0.3331770981274296,2.6196140839386928
57.7108856,29179700.0,-0.22377780903817449,132.28132677256966
57.5189378,20800900.0,-0.22601351888748483,94.20337813681476
57.4292444,12954100.0,-0.22081878720945322,58.89467748519093
57.1250306,12187400.0,-0.221560719487847,55.37615454524813
57.358776,18168800.0,-0.22501224321206056,82.60674926043426
58.278901,28218500.0,-0.23677734065365671,160.202647854577
58.4599822,24074700.0,-0.23771986255422917,134.8267295149934
57.2182368,36952900.0,-0.2506053739611674,203.34462872356522
57.045156199999994,17896300.0,-0.2513072827930819,98.20293083214796
55.59003839999999,29234800.0,-0.2603887250039262,158.3367550508804
55.4763108,17145200.0,-0.2843206332356485,117.65256130856179
55.04521080000001,22895100.0,-0.28788668573423204,156.12969212325777
55.8198952,21771400.0,-0.29483390521200553,180.8149427698276
54.87051160000001,18785000.0,-0.21198440870225604,77.86674739260674
54.450959,20216400.0,-0.21080646914018164,83.84034293392101
